Source,Target,Weight,Type
Gary_LesEnchanteurs.1973,Gary_LesRacinesDuCiel.1956,1,undirected
Gary_LesRacinesDuCiel.1956,Bogat_LesTêtesDeStphanie.1974,5,undirected
Gary_LesRacinesDuCiel.1956,Gary_LaPromesseDlAube.1960,3,undirected
Gary_LesRacinesDuCiel.1956,Gary_LesClownsLyriques.1979,6,undirected
Gary_LesRacinesDuCiel.1956,Gary_LesEnchanteurs.1973,1,undirected
Gary_LesRacinesDuCiel.1956,Sinibaldi_LHommeLaColombe.1958,1,undirected
Grainville_LaDianeRousse.1978,Grainville_LesFlamboyants.1976,6,undirected
Grainville_LaDianeRousse.1978,SchwarzBart_LaMulatresse-Solitude.1972,3,undirected
Grainville_LaDianeRousse.1978,SchwarzBart_LeDernierDesJustes.1959,1,undirected
Grainville_LesFlamboyants.1976,Grainville_LaDianeRousse.1978,6,undirected
Grainville_LesFlamboyants.1976,SchwarzBart_LaMulatresse-Solitude.1972,3,undirected
Grainville_LesFlamboyants.1976,SchwarzBart_LeDernierDesJustes.1959,2,undirected
SchwarzBart_LaMulatresse-Solitude.1972,Grainville_LaDianeRousse.1978,3,undirected
SchwarzBart_LaMulatresse-Solitude.1972,Grainville_LesFlamboyants.1976,3,undirected
SchwarzBart_LaMulatresse-Solitude.1972,SchwarzBart_LeDernierDesJustes.1959,6,undirected
SchwarzBart_LeDernierDesJustes.1959,Bogat_LesTêtesDeStphanie.1974,2,undirected
SchwarzBart_LeDernierDesJustes.1959,Grainville_LaDianeRousse.1978,1,undirected
SchwarzBart_LeDernierDesJustes.1959,Grainville_LesFlamboyants.1976,2,undirected
SchwarzBart_LeDernierDesJustes.1959,SchwarzBart_LaMulatresse-Solitude.1972,6,undirected
SchwarzBart_LeDernierDesJustes.1959,Vailland_LaLoi.1957,3,undirected
Sinibaldi_LHommeLaColombe.1958,Bogat_LesTêtesDeStphanie.1974,3,undirected
Sinibaldi_LHommeLaColombe.1958,Gary_LesClownsLyriques.1979,2,undirected
Sinibaldi_LHommeLaColombe.1958,Gary_LesRacinesDuCiel.1956,1,undirected
Vailland_LaLoi.1957,Bogat_LesTêtesDeStphanie.1974,1,undirected
Vailland_LaLoi.1957,SchwarzBart_LeDernierDesJustes.1959,3,undirected
Vailland_LaLoi.1957,Vailland_LesMauvaisCoups.1948,6,undirected
Vailland_LesMauvaisCoups.1948,Gary_Au-DelàDeCetteLimite.1975,2,undirected
Vailland_LesMauvaisCoups.1948,Gary_LeGrandVestiaire.1949,1,undirected
Vailland_LesMauvaisCoups.1948,Vailland_LaLoi.1957,6,undirected
